,compound_id,smiles,score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate,rank
0,2579982,COC(=O)CCC(C)C1CCC2C3CCC4C[C@@H](CCC4(C)C3CC(=O)C12C)OC(=O)c1ccccc1,-7.223,COC(=O)CCC(C)C1CCC2C3CCC4C[C@H](OC(=O)c5ccccc5)CCC4(C)C3CC(=O)C12C,-7.223,,-0.0,0,502.5
1,2505256,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,-6.982,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,-6.982,,-0.0,0,710.5
2,2579969,C[C@]12CCC3C(CCC4CCCC[C@]34C)C1CCC2N,-6.809,C[C@]12CCCCC1CCC1C2CC[C@]2(C)C(N)CCC12,-6.809,,-0.0,0,858.0
3,2523997,COC(=O)c1sccc1NC(=O)CC1(CCCCCC1)C(O)=O,-4.741,COC(=O)c1sccc1NC(=O)CC1(C(=O)O)CCCCCC1,-4.741,,-0.0,0,3911.5
4,2527051,Cc1ccccc1NC(=O)CC1(CCCCC1)C(O)=O,-5.608,Cc1ccccc1NC(=O)CC1(C(=O)O)CCCCC1,-5.608,,-0.0,0,2389.5
5,2560429,CC(=C)CC1(CCCCC1)Nc1ccccc1C,-6.644,C=C(C)CC1(Nc2ccccc2C)CCCCC1,-6.644,,-0.0,0,1011.0
6,2559454,CC(C)(C)c1ccccc1NC(=O)CCC(O)=O,-6.057,CC(C)(C)c1ccccc1NC(=O)CCC(=O)O,-6.057,,-0.0,0,1722.5
7,2534103,Cc1ccccc1NC(=O)COC(=O)COc1ccccc1,-4.523,Cc1ccccc1NC(=O)COC(=O)COc1ccccc1,-4.523,,-0.0,0,4257.0
8,2561037,CC(=O)NN=C(S)Nc1ccccc1C(F)(F)F,-6.699,CC(=O)NN=C(S)Nc1ccccc1C(F)(F)F,-6.699,,-0.0,0,953.5
9,2559587,OC(=O)C1C2CC(C=C2)C1C(=O)Nc1ccccc1C(F)(F)F,-6.276,O=C(O)C1C2C=CC(C2)C1C(=O)Nc1ccccc1C(F)(F)F,-6.276,,-0.0,0,1413.0
10,2516226,Cc1ccccc1NC(=O)CSc1nc(=O)[nH]c2CCCCc12,-7.222,Cc1ccccc1NC(=O)CSc1nc(=O)[nH]c2c1CCCC2,-7.222,,-0.0,0,504.0
11,2507677,Cc1ccccc1NCCNc1ccccc1C,-4.779,Cc1ccccc1NCCNc1ccccc1C,-4.779,,-0.0,0,3853.0
12,2578149,O=C(CSC1=NCCS1)c1ccc2OCCOc2c1,-5.411,O=C(CSC1=NCCS1)c1ccc2c(c1)OCCO2,-5.411,,-0.0,0,2739.0
13,2501780,Cn1c(SCC(=O)c2ccc3OCOc3c2)nnc1C1COc2ccccc2O1,-7.435,Cn1c(SCC(=O)c2ccc3c(c2)OCO3)nnc1C1COc2ccccc2O1,-7.435,,-0.0,0,369.5
14,2503294,O=C(OCC(=O)c1ccc2OCCOc2c1)C1CCN(CC1)S(=O)(=O)c1cccs1,-6.527,O=C(COC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1)c1ccc2c(c1)OCCO2,-6.527,,-0.0,0,1121.5
15,2500257,CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C1CCN(CC1)S(=O)(=O)c1cccs1,-5.066,CN(C(=O)COC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1)C1CCS(=O)(=O)C1,-5.066,,-0.0,0,3357.0
16,2504430,COc1ccc(cc1Br)C(=O)OCC(=O)N(C)C1CCS(=O)(=O)C1,-6.771,COc1ccc(C(=O)OCC(=O)N(C)C2CCS(=O)(=O)C2)cc1Br,-6.771,,-0.0,0,889.5
17,2501380,CC(NC1=NS(=O)(=O)c2ccccc12)C(=O)OCC(=O)N(C)C1CCS(=O)(=O)C1,-7.691,CC(NC1=NS(=O)(=O)c2ccccc21)C(=O)OCC(=O)N(C)C1CCS(=O)(=O)C1,-7.691,,-0.0,0,236.0
18,2508173,O=C(C1CCN(CC1)S(=O)(=O)c1cccs1)N(C1CCCCC1)c1ccccn1,-7.253,O=C(C1CCN(S(=O)(=O)c2cccs2)CC1)N(c1ccccn1)C1CCCCC1,-7.253,,-0.0,0,488.5
