,compound_id,smiles,score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate,rank
797,2564839,COc1ccc(cc1S(=O)(=O)NCC(O)=O)C(O)=O,-6.237,COc1ccc(C(=O)O)cc1S(=O)(=O)NCC(=O)O,-6.237,,-0.0,0,1956.5
798,2568917,COc1ccc(cc1OC)S(=O)(=O)NCC(O)=O,-5.832,COc1ccc(S(=O)(=O)NCC(=O)O)cc1OC,-5.832,,-0.0,0,1469.0
799,2547159,CCNS(=O)(=O)c1cc(ccc1OC)C(=O)NC,-5.725,CCNS(=O)(=O)c1cc(C(=O)NC)ccc1OC,-5.725,,-0.0,0,1346.0
800,2508269,OC(=O)CNS(=O)(=O)c1ccc-2c(Cc3cc(ccc-23)S(=O)(=O)NCC(O)=O)c1,-7.334,O=C(O)CNS(=O)(=O)c1ccc2c(c1)Cc1cc(S(=O)(=O)NCC(=O)O)ccc1-2,-7.334,,-0.0,0,2892.0
801,2566877,OC(=O)CNS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1,-6.791,O=C(O)CNS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1,-6.791,,-0.0,0,2475.5
802,2562094,Cc1ccc(C)c(c1)S(=O)(=O)NCC(O)=O,-6.366,Cc1ccc(C)c(S(=O)(=O)NCC(=O)O)c1,-6.366,,-0.0,0,2090.5
803,2570622,OC(=O)CNS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,-7.041,O=C(O)CNS(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-7.041,,-0.0,0,2670.0
804,2574119,CC(O)CNS(=O)(=O)c1cc(ccc1Br)C(O)=O,-5.957,CC(O)CNS(=O)(=O)c1cc(C(=O)O)ccc1Br,-5.957,,-0.0,0,1606.0
805,2500198,COC(=O)CN(c1cc(OC)ccc1OC)S(=O)(=O)c1ccc(OC)c(OC)c1,-5.174,COC(=O)CN(c1cc(OC)ccc1OC)S(=O)(=O)c1ccc(OC)c(OC)c1,-5.174,,-0.0,0,800.5
806,2575215,CS(=O)(=O)NCC([O-])=O,-4.03,CS(=O)(=O)NCC(=O)[O-],-4.03,,-0.0,0,212.0
807,2561997,CC(=O)NCC(O)=O,-3.746,CC(=O)NCC(=O)O,-3.746,,-0.0,0,139.5
808,2565330,OC(=O)CNS(=O)(=O)c1cccs1,-5.112,O=C(O)CNS(=O)(=O)c1cccs1,-5.112,,-0.0,0,754.0
809,2562201,C=CCNS(=O)(=O)c1cccs1,-5.121,C=CCNS(=O)(=O)c1cccs1,-5.121,,-0.0,0,764.0
810,2501470,COC(=O)c1cc(NS(=O)(=O)c2cccs2)cc(NS(=O)(=O)c2cccs2)c1,-7.217,COC(=O)c1cc(NS(=O)(=O)c2cccs2)cc(NS(=O)(=O)c2cccs2)c1,-7.217,,-0.0,0,2820.0
811,2567649,OC(=O)c1ccc(cc1)S(=O)(=O)NCC=C,-5.494,C=CCNS(=O)(=O)c1ccc(C(=O)O)cc1,-5.494,,-0.0,0,1084.0
812,2576092,COCCS(=O)(=O)c1ccc(cc1)C(O)=O,-5.604,COCCS(=O)(=O)c1ccc(C(=O)O)cc1,-5.604,,-0.0,0,1221.0
813,2526049,COCCN(Cc1cccs1)S(=O)(=O)c1ccc(cc1)C(O)=O,-4.59,COCCN(Cc1cccs1)S(=O)(=O)c1ccc(C(=O)O)cc1,-4.59,,-0.0,0,439.5
814,2569884,COc1ccc(CC(=O)NO)cc1OC,-5.892,COc1ccc(CC(=O)NO)cc1OC,-5.892,,-0.0,0,1549.5
815,2559795,COCCN=C(S)NNC(=O)Cc1ccc(OC)c(OC)c1,-5.419,COCCN=C(S)NNC(=O)Cc1ccc(OC)c(OC)c1,-5.419,,-0.0,0,1013.5
816,2500145,COc1ccc(CCC(N)=O)cc1OC,-5.815,COc1ccc(CCC(N)=O)cc1OC,-5.815,,-0.0,0,1449.0
817,2560843,CCOC(=O)c1[nH]c(C)c(CNCCc2ccc(OC)c(OC)c2)c1C,-4.871,CCOC(=O)c1[nH]c(C)c(CNCCc2ccc(OC)c(OC)c2)c1C,-4.871,,-0.0,0,581.0
818,2573743,CC(O)CNS(=O)(=O)c1ccc(Oc2ccc(cc2)S(=O)(=O)NCC(C)O)cc1,-5.747,CC(O)CNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NCC(C)O)cc2)cc1,-5.747,,-0.0,0,1370.5
819,2541740,Cc1ccc(cc1)-c1n[nH]cc1CNCc1ccccc1,-6.095,Cc1ccc(-c2n[nH]cc2CNCc2ccccc2)cc1,-6.095,,-0.0,0,1788.0
820,2528310,Fc1ccc(cc1)-c1n[nH]cc1CNCc1cccc(Cn2cccn2)c1,-5.816,Fc1ccc(-c2n[nH]cc2CNCc2cccc(Cn3cccn3)c2)cc1,-5.816,,-0.0,0,1450.5
821,2525398,C(NCc1c[nH]nc1-c1cccnc1)c1cccs1,-6.23,c1cncc(-c2n[nH]cc2CNCc2cccs2)c1,-6.23,,-0.0,0,1949.0
822,2560759,OC1C2(CN3CC1(CN(C2)C3c1ccc(O)cc1)c1ccccc1)c1ccccc1,-7.288,Oc1ccc(C2N3CC4(c5ccccc5)CN2CC(c2ccccc2)(C3)C4O)cc1,-7.288,,-0.0,0,2864.0
823,2559464,OC1C2(CN3CN(C2)CC1(C3)c1ccccc1)c1ccccc1,-6.277,OC1C2(c3ccccc3)CN3CN(C2)CC1(c1ccccc1)C3,-6.277,,-0.0,0,1992.0
824,2518915,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)CCC1CCCCC1,-6.999,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)CCC1CCCCC1,-6.999,,-0.0,0,2642.5
825,2518914,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)CC(C)C,-6.05,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)CC(C)C,-6.05,,-0.0,0,1719.0
826,2500600,OC(=O)c1cccc(c1)S(=O)(=O)N1CCN(Cc2ccc3OCOc3c2)CC1,-7.942,O=C(O)c1cccc(S(=O)(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,-7.942,,-0.0,0,3136.0
827,2581273,C(CNCc1cccs1)Cn1ccnc1,-3.479,c1csc(CNCCCn2ccnc2)c1,-3.479,,-0.0,0,68.5
828,2576747,NCCCCn1ccnc1,-3.488,NCCCCn1ccnc1,-3.488,,-0.0,0,72.0
829,2559472,CN(C)\C=C\C(=O)c1ccccn1,-4.87,CN(C)/C=C/C(=O)c1ccccn1,-4.87,,-0.0,0,580.0
830,2560798,CN(C)\C=C\C(=O)c1ccc[nH]1,-4.808,CN(C)/C=C/C(=O)c1ccc[nH]1,-4.808,,-0.0,0,543.5
831,2564932,Brc1cccc(\C=C\C(=O)c2ccc[nH]2)c1,-6.129,O=C(/C=C/c1cccc(Br)c1)c1ccc[nH]1,-6.129,,-0.0,0,1823.5
832,2559860,CN(C)\C=C/C(=O)c1cc(C)ccc1C,-6.136,Cc1ccc(C)c(C(=O)/C=C\N(C)C)c1,-6.136,,-0.0,0,1837.5
833,2571498,Nc1nc(CNC(c2ccccc2)c2ccccc2)nc(Nc2ccccc2)n1,-6.43,Nc1nc(CNC(c2ccccc2)c2ccccc2)nc(Nc2ccccc2)n1,-6.43,,-0.0,0,2164.0
834,2500244,CCc1cc2c(nc(SCC(=O)N3CCN(CC3)C(=O)c3ccco3)n(CC=C)c2=O)s1,-7.145,C=CCn1c(SCC(=O)N2CCN(C(=O)c3ccco3)CC2)nc2sc(CC)cc2c1=O,-7.145,,-0.0,0,2758.5
835,2581327,COc1ccc(cc1C12CC3CC(CC(C3)C1)C2)C(O)=O,-6.133,COc1ccc(C(=O)O)cc1C12CC3CC(CC(C3)C1)C2,-6.133,,-0.0,0,1832.0
836,2560884,COc1ccc(Br)cc1C12CC3CC(CC(C3)C1)C2,-6.027,COc1ccc(Br)cc1C12CC3CC(CC(C3)C1)C2,-6.027,,-0.0,0,1689.0
837,2566285,C[N+](C)(C)c1ccc(cc1)C(=O)c1ccccc1,-5.301,C[N+](C)(C)c1ccc(C(=O)c2ccccc2)cc1,-5.301,,-0.0,0,917.0
838,2511005,COc1ccc(cc1)C(=O)c1ccccc1,-5.106,COc1ccc(C(=O)c2ccccc2)cc1,-5.106,,-0.0,0,750.0
839,2500058,CN(C)S(=O)(=O)N1CCN(CC(O)COc2ccc(cc2)C(=O)c2ccccc2)CC1,-5.504,CN(C)S(=O)(=O)N1CCN(CC(O)COc2ccc(C(=O)c3ccccc3)cc2)CC1,-5.504,,-0.0,0,1099.0
840,2567456,COc1ccc(Nc2ccccc2)cc1,-5.018,COc1ccc(Nc2ccccc2)cc1,-5.018,,-0.0,0,681.0
841,2562423,N(c1ccccc1)c1ccc(cc1)-c1ccc(Nc2ccccc2)cc1,-6.271,c1ccc(Nc2ccc(-c3ccc(Nc4ccccc4)cc3)cc2)cc1,-6.271,,-0.0,0,1985.0
842,2526125,COc1ccc2cc([nH]c2c1)C(=O)Nc1ccc(Nc2ccccc2)cc1,-7.141,COc1ccc2cc(C(=O)Nc3ccc(Nc4ccccc4)cc3)[nH]c2c1,-7.141,,-0.0,0,2755.0
843,2573440,Nc1cccc(NS(N)(=O)=O)c1,-5.331,Nc1cccc(NS(N)(=O)=O)c1,-5.331,,-0.0,0,941.5
844,2564821,Nc1cccc(c1)S(N)(=O)=O,-5.253,Nc1cccc(S(N)(=O)=O)c1,-5.253,,-0.0,0,880.5
845,2567371,Nc1cccc(Nc2ccccc2)c1,-5.619,Nc1cccc(Nc2ccccc2)c1,-5.619,,-0.0,0,1239.5
846,2559751,COc1ccc(cc1)C(=O)C1=C(O)C(=O)OC11C(=O)NC(=O)NC1=O,-7.1,COc1ccc(C(=O)C2=C(O)C(=O)OC23C(=O)NC(=O)NC3=O)cc1,-7.1,,-0.0,0,2718.0
847,2578283,Cc1ccc(Nc2ccc(C)cc2)cc1,-5.12,Cc1ccc(Nc2ccc(C)cc2)cc1,-5.12,,-0.0,0,762.0
848,2560288,CC(C)(C)c1ccc(Nc2ccc(cc2)C(C)(C)C)cc1,-5.715,CC(C)(C)c1ccc(Nc2ccc(C(C)(C)C)cc2)cc1,-5.715,,-0.0,0,1335.5
849,2562566,CC(C)CC(C)=NNC(=O)CC#N,-4.901,CC(CC(C)C)=NNC(=O)CC#N,-4.901,,-0.0,0,602.5
850,2560919,CC(C)CC(C)=NNC(=O)c1ccc(C)c(C)c1,-6.295,CC(CC(C)C)=NNC(=O)c1ccc(C)c(C)c1,-6.295,,-0.0,0,2015.5
851,2581026,CC(C)=NNC(=O)c1cccc(c1)C(=O)NN=C(C)C,-6.41,CC(C)=NNC(=O)c1cccc(C(=O)NN=C(C)C)c1,-6.41,,-0.0,0,2144.0
852,2573388,NNCc1cccnc1,-4.593,NNCc1cccnc1,-4.593,,-0.0,0,441.0
853,2566421,NC(=N)NC(=N)NCc1cccnc1,-4.7,N=C(N)NC(=N)NCc1cccnc1,-4.7,,-0.0,0,485.0
854,2559641,NC(=O)c1c[nH]nc1NCc1cccnc1,-5.312,NC(=O)c1c[nH]nc1NCc1cccnc1,-5.312,,-0.0,0,929.0
855,2575351,C(CNCc1cccnc1)CN1CCCCC1,-3.486,c1cncc(CNCCCN2CCCCC2)c1,-3.486,,-0.0,0,70.0
856,2566312,COCCN=C(S)NN=Cc1ccc(cc1)C(C)(C)C,-6.247,COCCN=C(S)NN=Cc1ccc(C(C)(C)C)cc1,-6.247,,-0.0,0,1967.0
857,2564633,CC(N)c1ccncc1,-4.491,CC(N)c1ccncc1,-4.491,,-0.0,0,387.0
858,2561549,CCC1CCC(CC1)NC(=O)c1cccnc1,-4.206,CCC1CCC(NC(=O)c2cccnc2)CC1,-4.206,,-0.0,0,276.0
859,2520790,CCCc1cc(O)n2nc(NC(=O)C3CCCCC3)nc2n1,-6.923,CCCc1cc(O)n2nc(NC(=O)C3CCCCC3)nc2n1,-6.923,,-0.0,0,2590.5
860,2565275,OCc1nc2ccccc2s1,-5.007,OCc1nc2ccccc2s1,-5.007,,-0.0,0,671.5
861,2562623,C(CCc1nc2ccccc2s1)Cc1nc2ccccc2s1,-5.773,c1ccc2sc(CCCCc3nc4ccccc4s3)nc2c1,-5.773,,-0.0,0,1402.0
862,2565817,CC[NH+](CC)c1nc2ccccc2s1,-5.279,CC[NH+](CC)c1nc2ccccc2s1,-5.279,,-0.0,0,901.0
863,2562430,[O-]S(=O)(=O)c1nc2ccccc2s1,-5.569,O=S(=O)([O-])c1nc2ccccc2s1,-5.569,,-0.0,0,1178.5
864,2565570,OC(=O)C1(Cc2nc3ccccc3s2)CCCCC1,-6.006,O=C(O)C1(Cc2nc3ccccc3s2)CCCCC1,-6.006,,-0.0,0,1665.5
865,2569674,OC(c1nc2ccccc2s1)(c1nc2ccccc2s1)C(F)(F)F,-6.717,OC(c1nc2ccccc2s1)(c1nc2ccccc2s1)C(F)(F)F,-6.717,,-0.0,0,2420.0
866,2566713,Oc1ccc(\C=C\c2nc3ccccc3s2)cc1,-6.518,Oc1ccc(/C=C/c2nc3ccccc3s2)cc1,-6.518,,-0.0,0,2244.0
867,2564827,Oc1ccc(cc1)-c1nc2ccccc2s1,-6.15,Oc1ccc(-c2nc3ccccc3s2)cc1,-6.15,,-0.0,0,1858.5
868,2568987,Cc1ccsc1-c1nc2ccccc2s1,-5.529,Cc1ccsc1-c1nc2ccccc2s1,-5.529,,-0.0,0,1130.0
869,2544990,O=S(=O)(N1CCCCCC1)c1cccc(c1)-c1nc2ccccc2s1,-7.191,O=S(=O)(c1cccc(-c2nc3ccccc3s2)c1)N1CCCCCC1,-7.191,,-0.0,0,2794.5
870,2569789,Fc1ccc(CSc2nc3ccccc3s2)cc1,-6.219,Fc1ccc(CSc2nc3ccccc3s2)cc1,-6.219,,-0.0,0,1935.0
871,2566396,C(Sc1nc2ccccc2s1)C12CC3CC(CC(C3)C1)C2,-5.499,c1ccc2sc(SCC34CC5CC(CC(C5)C3)C4)nc2c1,-5.499,,-0.0,0,1092.0
872,2583030,Cc1ccc(CN(Cc2ccco2)C(S)=NCC=C)cc1,-5.365,C=CCN=C(S)N(Cc1ccc(C)cc1)Cc1ccco1,-5.365,,-0.0,0,968.0
873,2569634,O=C(N1CCN(CC1)c1ccccc1)C1=COCCO1,-5.557,O=C(C1=COCCO1)N1CCN(c2ccccc2)CC1,-5.557,,-0.0,0,1165.5
874,2568781,NC(=N)N1CCN(CC1)c1ccccc1,-5.245,N=C(N)N1CCN(c2ccccc2)CC1,-5.245,,-0.0,0,872.5
875,2570836,N#Cc1ccccc1N1CCN(CC1)c1ccccc1,-5.466,N#Cc1ccccc1N1CCN(c2ccccc2)CC1,-5.466,,-0.0,0,1061.0
876,2562223,NNc1cc(ncn1)N1CCN(CC1)c1ccccc1,-4.444,NNc1cc(N2CCN(c3ccccc3)CC2)ncn1,-4.444,,-0.0,0,373.0
877,2574500,CC(C)c1ccc(C(O)=O)c(O)c1,-5.789,CC(C)c1ccc(C(=O)O)c(O)c1,-5.789,,-0.0,0,1423.0
878,2564677,Cc1ccc(NCCC(O)=O)cc1,-5.162,Cc1ccc(NCCC(=O)O)cc1,-5.162,,-0.0,0,792.0
879,2500936,CC1CCCN(CCCNC(=O)CN2C(=O)COc3ccc(cc23)S(=O)(=O)N2CCOCC2)C1,-6.861,CC1CCCN(CCCNC(=O)CN2C(=O)COc3ccc(S(=O)(=O)N4CCOCC4)cc32)C1,-6.861,,-0.0,0,2534.5
880,2564878,CC(C)CC(N)c1ccccc1,-5.42,CC(C)CC(N)c1ccccc1,-5.42,,-0.0,0,1016.5
881,2560734,NCC(c1ccccc1)c1ccccc1,-5.801,NCC(c1ccccc1)c1ccccc1,-5.801,,-0.0,0,1436.5
882,2578055,C(Cn1cccc1)c1ccccc1,-5.255,c1ccc(CCn2cccc2)cc1,-5.255,,-0.0,0,883.0
883,2573688,CC(C)=CC(=O)Nc1sccc1C#N,-5.359,CC(C)=CC(=O)Nc1sccc1C#N,-5.359,,-0.0,0,966.0
884,2564815,CC(=O)Nc1sccc1C#N,-5.058,CC(=O)Nc1sccc1C#N,-5.058,,-0.0,0,711.0
885,2568957,CCC(C)(C)NCC(=O)Nc1sccc1C#N,-5.496,CCC(C)(C)NCC(=O)Nc1sccc1C#N,-5.496,,-0.0,0,1087.0
886,2564812,Nc1sccc1C#N,-4.243,N#Cc1ccsc1N,-4.243,,-0.0,0,296.0
887,2579745,Cc1ccccc1CN1CCC(CC1)C(O)=O,-6.325,Cc1ccccc1CN1CCC(C(=O)O)CC1,-6.325,,-0.0,0,2047.0
888,2544559,Cc1ccccc1CN1CCC(CC1)N1CCCCCC1,-5.908,Cc1ccccc1CN1CCC(N2CCCCCC2)CC1,-5.908,,-0.0,0,1562.0
889,2522846,Cc1ccccc1CN1CCN(Cc2cccc(F)c2)CC1,-6.527,Cc1ccccc1CN1CCN(Cc2cccc(F)c2)CC1,-6.527,,-0.0,0,2256.5
890,2577843,OC(=O)CN1CCC(CC1)C(O)=O,-5.338,O=C(O)CN1CCC(C(=O)O)CC1,-5.338,,-0.0,0,947.5
891,2560496,OC(=O)C[NH+]1CCCCC1,-4.622,O=C(O)C[NH+]1CCCCC1,-4.622,,-0.0,0,454.5
892,2572471,N\C(CN1CCCC1)=N/O,-4.455,N/C(CN1CCCC1)=N\O,-4.455,,-0.0,0,376.0
893,2578577,OC(=O)c1ccccc1-c1ccccc1C(O)=O,-5.874,O=C(O)c1ccccc1-c1ccccc1C(=O)O,-5.874,,-0.0,0,1531.0
894,2564685,CSc1ccccc1C(O)=O,-5.093,CSc1ccccc1C(=O)O,-5.093,,-0.0,0,735.5
895,2564488,OC(=O)c1ccc(Sc2ccccc2C(O)=O)c(c1)[N+]([O-])=O,-5.223,O=C(O)c1ccc(Sc2ccccc2C(=O)O)c([N+](=O)[O-])c1,-5.223,,-0.0,0,856.0
896,2559391,OC(=O)c1ccccc1-n1cccc1,-5.694,O=C(O)c1ccccc1-n1cccc1,-5.694,,-0.0,0,1307.0
897,2565492,OC(=O)c1ccc(Nc2ccccc2)c(c1)[N+]([O-])=O,-6.057,O=C(O)c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,-6.057,,-0.0,0,1727.5
898,2573362,NC(C(O)=O)c1cccnc1,-5.123,NC(C(=O)O)c1cccnc1,-5.123,,-0.0,0,766.0
899,2580227,Cc1cc(C)cc(c1)C(N)C(O)=O,-5.649,Cc1cc(C)cc(C(N)C(=O)O)c1,-5.649,,-0.0,0,1267.5
900,2559367,NCC(Cc1ccccc1F)c1ccccc1,-5.826,NCC(Cc1ccccc1F)c1ccccc1,-5.826,,-0.0,0,1458.5
901,2559276,CC(C)(C)OC(=O)N\N=C\c1ccccc1OCC(O)=O,-6.516,CC(C)(C)OC(=O)N/N=C/c1ccccc1OCC(=O)O,-6.516,,-0.0,0,2241.5
902,2506697,OC(=O)COc1ccccc1\C=N\NC(=O)CN1CCN(Cc2ccccc2Cl)CC1,-6.453,O=C(O)COc1ccccc1/C=N/NC(=O)CN1CCN(Cc2ccccc2Cl)CC1,-6.453,,-0.0,0,2182.5
903,2559224,CC(C)(C)OC(=O)N\N=C\c1cccc(Cl)c1Cl,-6.05,CC(C)(C)OC(=O)N/N=C/c1cccc(Cl)c1Cl,-6.05,,-0.0,0,1719.0
904,2546623,CCOC(=O)c1c(C)n(CC)nc1S(=O)(=O)N1CCOCC1,-5.281,CCOC(=O)c1c(S(=O)(=O)N2CCOCC2)nn(CC)c1C,-5.281,,-0.0,0,903.5
905,2559895,CN=C(S)NNC(=O)c1csc2ccccc12,-5.991,CN=C(S)NNC(=O)c1csc2ccccc12,-5.991,,-0.0,0,1648.5
906,2559420,CN=C(S)NNC(=O)c1cccc(Cl)c1,-5.779,CN=C(S)NNC(=O)c1cccc(Cl)c1,-5.779,,-0.0,0,1407.0
907,2563216,OC(=O)c1ccccc1C(=O)OCCCC(F)(F)C(F)(F)F,-6.447,O=C(O)c1ccccc1C(=O)OCCCC(F)(F)C(F)(F)F,-6.447,,-0.0,0,2181.0
908,2563215,[O-][N+](=O)c1cccc(c1)C(=O)OCCCC(F)(F)C(F)(F)F,-6.011,O=C(OCCCC(F)(F)C(F)(F)F)c1cccc([N+](=O)[O-])c1,-6.011,,-0.0,0,1675.0
909,2572280,[O-][N+](=O)c1cccc(c1)C(=O)NNC(=O)C1CCCC1,-6.711,O=C(NNC(=O)C1CCCC1)c1cccc([N+](=O)[O-])c1,-6.711,,-0.0,0,2415.0
910,2567452,NNC(=O)c1cccc(c1)[N+]([O-])=O,-6.092,NNC(=O)c1cccc([N+](=O)[O-])c1,-6.092,,-0.0,0,1784.0
911,2508062,NNC(=O)c1cccc(O)c1,-5.489,NNC(=O)c1cccc(O)c1,-5.489,,-0.0,0,1079.5
912,2559642,CC(NC(C)=O)c1cccc(c1)[N+]([O-])=O,-6.389,CC(=O)NC(C)c1cccc([N+](=O)[O-])c1,-6.389,,-0.0,0,2120.0
913,2582724,C(=N\N=C/c1ccccn1)\c1ccccn1,-5.068,C(=N\N=C/c1ccccn1)\c1ccccn1,-5.068,,-0.0,0,719.5
914,2561278,C(=NN=C(c1ccccc1)c1ccccc1)c1ccccn1,-6.406,C(=NN=C(c1ccccc1)c1ccccc1)c1ccccn1,-6.406,,-0.0,0,2135.5
915,2561028,C(=NN=C(c1ccccc1)c1ccccc1)c1c[nH]nc1-c1ccccc1,-7.852,C(=NN=C(c1ccccc1)c1ccccc1)c1c[nH]nc1-c1ccccc1,-7.852,,-0.0,0,3112.5
916,2560840,C(=C/c1ccccn1)\c1cccs1,-5.0,C(=C/c1cccs1)\c1ccccn1,-5.0,,-0.0,0,666.0
917,2565831,[O-][n+]1ccc(cc1)C(=O)NN=Cc1ccccn1,-3.151,O=C(NN=Cc1ccccn1)c1cc[n+]([O-])cc1,-3.151,,-0.0,0,26.0
918,2566551,CCN(CC)C(=S)Sc1ccc(cc1)[N+]([O-])=O,-4.438,CCN(CC)C(=S)Sc1ccc([N+](=O)[O-])cc1,-4.438,,-0.0,0,370.0
919,2518316,Brc1ccc(cc1)S(=O)(=O)N1CCN(C\C=C\c2ccccc2)CC1,-3.344,O=S(=O)(c1ccc(Br)cc1)N1CCN(C/C=C/c2ccccc2)CC1,-3.344,,-0.0,0,45.5
920,2532157,CCCCn1c2nc(-c3ccc(OCCC)c(OCC)c3)n(CCOC)c2c(=O)[nH]c1=O,-5.89,CCCCn1c(=O)[nH]c(=O)c2c1nc(-c1ccc(OCCC)c(OCC)c1)n2CCOC,-5.89,,-0.0,0,1545.0
921,2502237,C[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,-6.195,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,-6.195,,-0.0,0,1909.0
922,2500961,CC1CCCCN1C(=O)Cn1c2ccc(cc2oc1=O)S(=O)(=O)N1CCCC1,-7.093,CC1CCCCN1C(=O)Cn1c(=O)oc2cc(S(=O)(=O)N3CCCC3)ccc21,-7.093,,-0.0,0,2713.0
923,2565366,NNCCc1ccccc1F,-5.391,NNCCc1ccccc1F,-5.391,,-0.0,0,988.0
924,2554853,C[C@H](NC(=O)NCCc1ccccc1F)C(O)=O,-6.084,C[C@H](NC(=O)NCCc1ccccc1F)C(=O)O,-6.084,,-0.0,0,1771.5
925,2568873,CCN(CC)S(=O)(=O)c1c(C)n[nH]c1C,-5.623,CCN(CC)S(=O)(=O)c1c(C)n[nH]c1C,-5.623,,-0.0,0,1244.5
926,2504155,Clc1cccc(c1)C(=O)NCCC(=O)N1CCC2(CC1)NCCc1[nH]cnc21,-4.22,O=C(NCCC(=O)N1CCC2(CC1)NCCc1[nH]cnc12)c1cccc(Cl)c1,-4.22,,-0.0,0,287.0
927,2507592,OC(=O)Cn1ccnc1,-4.13,O=C(O)Cn1ccnc1,-4.13,,-0.0,0,254.5
928,2500770,COc1cc(cc(OC)c1OC)C(N1CCN(CC1)C(=O)c1ccco1)c1nnnn1C1CCCC1,-6.953,COc1cc(C(c2nnnn2C2CCCC2)N2CCN(C(=O)c3ccco3)CC2)cc(OC)c1OC,-6.953,,-0.0,0,2610.0
929,2580364,Nc1ccc(cc1)C(=O)OC1CCCC1,-6.315,Nc1ccc(C(=O)OC2CCCC2)cc1,-6.315,,-0.0,0,2033.0
930,2559348,CC1(C)C(C(C#N)C(=O)NC1=O)c1ccccc1,-6.663,CC1(C)C(=O)NC(=O)C(C#N)C1c1ccccc1,-6.663,,-0.0,0,2370.5
931,2581388,CNCc1ccc(o1)-c1ccc(cc1)C(=O)OC,-5.464,CNCc1ccc(-c2ccc(C(=O)OC)cc2)o1,-5.464,,-0.0,0,1057.5
932,2565527,CNCc1ccc(o1)-c1ccc(Br)cc1,-5.124,CNCc1ccc(-c2ccc(Br)cc2)o1,-5.041,0.11737972567696683,-1.646498710573285,0,767.0
934,2581307,OC(=O)c1ccc(cc1)-c1ccc(Cc2ccc(o2)-c2ccc(cc2)C(O)=O)o1,-4.899,O=C(O)c1ccc(-c2ccc(Cc3ccc(-c4ccc(C(=O)O)cc4)o3)o2)cc1,-4.899,,-0.0,0,600.5
935,2562033,OCc1ccc(o1)-c1ccc(cc1)C(O)=O,-5.392,O=C(O)c1ccc(-c2ccc(CO)o2)cc1,-5.392,,-0.0,0,989.0
936,2579307,OC(=O)c1ccc(Cc2ccc(o2)C(O)=O)o1,-4.945,O=C(O)c1ccc(Cc2ccc(C(=O)O)o2)o1,-4.945,,-0.0,0,632.0
937,2568755,CCN(CC)Cc1ccc(o1)C(O)=O,-5.158,CCN(CC)Cc1ccc(C(=O)O)o1,-5.158,,-0.0,0,789.0
938,2559153,OC(=O)CCSCc1ccc(o1)C(O)=O,-4.039,O=C(O)CCSCc1ccc(C(=O)O)o1,-4.039,,-0.0,0,217.5
939,2525200,OC(=O)c1ccc(COc2ccccc2Cl)o1,-4.71,O=C(O)c1ccc(COc2ccccc2Cl)o1,-4.71,,-0.0,0,490.0
940,2580298,CC(N)c1ccc(o1)C(O)=O,-5.143,CC(N)c1ccc(C(=O)O)o1,-5.143,,-0.0,0,777.0
941,2582264,OCCNCc1ccc(o1)-c1ccccc1,-4.436,OCCNCc1ccc(-c2ccccc2)o1,-4.436,,-0.0,0,368.5
942,2575910,CN\C(NCc1ccc(cc1)C(=O)OC)=N/C,-5.84,C/N=C(\NC)NCc1ccc(C(=O)OC)cc1,-5.84,,-0.0,0,1485.5
943,2567621,CNC(S)=NCc1ccc(cc1)C(=O)OC,-5.253,CNC(S)=NCc1ccc(C(=O)OC)cc1,-5.253,,-0.0,0,880.5
944,2579992,CCN(CC)C(S)=Nc1ccc(cc1)C(O)=O,-5.18,CCN(CC)C(S)=Nc1ccc(C(=O)O)cc1,-5.18,,-0.0,0,810.0
945,2500510,CCN(CC)c1ccc(cc1)C(O)=O,-5.154,CCN(CC)c1ccc(C(=O)O)cc1,-5.154,,-0.0,0,785.5
946,2563453,CCN(CC)C(=S)SCc1ccc(cc1)C(O)=O,-4.544,CCN(CC)C(=S)SCc1ccc(C(=O)O)cc1,-4.544,,-0.0,0,416.0
947,2503747,CCOc1ccc(cn1)C(O)=O,-5.048,CCOc1ccc(C(=O)O)cn1,-5.048,,-0.0,0,700.0
948,2564478,OC(=O)C1CCC(CNCc2cccc(Br)c2)CC1,-4.003,O=C(O)C1CCC(CNCc2cccc(Br)c2)CC1,-4.003,,-0.0,0,200.0
949,2561088,COC(=O)NCc1cccc(Br)c1,-4.596,COC(=O)NCc1cccc(Br)c1,-4.596,,-0.0,0,444.0
