,ID,SMILES,score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
0,CPD002409748,CSc1nc(C)c(CCC(=O)Nc2nc(cs2)c3ccc4OCCc4c3)c(C)n1,-5.297,CSc1nc(C)c(CCC(=O)Nc2nc(-c3ccc4c(c3)CCO4)cs2)c(C)n1,-5.297,,-0.0,0
1,CPD000108966,O=C(CCc1ccccc1)Nc2ccc(NC(=O)c3ccco3)cc2,-4.834,O=C(CCc1ccccc1)Nc1ccc(NC(=O)c2ccco2)cc1,-4.834,,-0.0,0
2,CPD002441018,Nc1cc(ccc1S(=O)(=O)O)S(=O)(=O)[O-].[Na+],-9.014,Nc1cc(S(=O)(=O)[O-])ccc1S(=O)(=O)O,-9.014,0.0,-0.0,0
3,CPD002427050,Cc1ccc(s1)S(=O)(=O)NC(c2ccccc2)c3ccccn3,-4.891,Cc1ccc(S(=O)(=O)NC(c2ccccc2)c2ccccn2)s1,-4.891,,-0.0,0
4,CPD002410329,COc1ccc(NC(=O)CCSc2nnc3scc(c4ccc(Cl)cc4)n23)cc1,-5.654,COc1ccc(NC(=O)CCSc2nnc3scc(-c4ccc(Cl)cc4)n23)cc1,-5.654,,-0.0,0
5,CPD002394880,Cc1c(CCC#N)n2ccccc2c1C(=O)c3ccc(C)c(C)c3,-4.599,Cc1ccc(C(=O)c2c(C)c(CCC#N)n3ccccc23)cc1C,-4.599,,-0.0,0
6,CPD001241703,Cc1ccc(cc1)c2nn(cc2C(=O)N3CCN(CC3)C4CCS(=O)(=O)C4)c5ccccc5,-5.99,Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)N2CCN(C3CCS(=O)(=O)C3)CC2)cc1,-5.99,,-0.0,0
7,CPD002442273,COc1ccc2C(=O)/C(=C/c3ccc(cc3)C(C)(C)C)/Oc2c1,-5.2,COc1ccc2c(c1)O/C(=C\c1ccc(C(C)(C)C)cc1)C2=O,-5.2,,-0.0,0
8,CPD002438568,Brc1ccc(/C=C(\C(=O)c2ccccc2)/c3nc4ccccc4o3)cc1,-4.94,O=C(/C(=C\c1ccc(Br)cc1)c1nc2ccccc2o1)c1ccccc1,-4.94,,-0.0,0
9,CPD002488980,Fc1ccc(cc1)S(=O)(=O)NCCc2ncc3ccccn23,-6.167,O=S(=O)(NCCc1ncc2ccccn12)c1ccc(F)cc1,-6.167,,-0.0,0
10,CPD000290698,COc1cccc(CC(NC(=O)C)C(=O)NC2CCN(CC2)C(=O)C3CC3)c1OC,-4.541,COc1cccc(CC(NC(C)=O)C(=O)NC2CCN(C(=O)C3CC3)CC2)c1OC,-4.541,,-0.0,0
11,CPD002454672,CCOC(=O)c1sc(NC(C)C)nc1C(F)(F)F,-5.025,CCOC(=O)c1sc(NC(C)C)nc1C(F)(F)F,-5.025,,-0.0,0
12,CPD002444169,C[N+](C)(C\C=C(/Cl)\C(=C)Cl)CC#C.[Br-],-3.249,C#CC[N+](C)(C)C/C=C(\Cl)C(=C)Cl,-3.249,,-0.0,0
13,CPD002416821,Fc1ccc(CN(C2CC2)C(=O)c3oc4ccccc4c3)cc1,-5.56,O=C(c1cc2ccccc2o1)N(Cc1ccc(F)cc1)C1CC1,-5.56,,-0.0,0
14,CPD001537519,COc1ccccc1NC(=O)C2CCCN(C2)S(=O)(=O)C,-3.977,COc1ccccc1NC(=O)C1CCCN(S(C)(=O)=O)C1,-3.977,,-0.0,0
15,CPD002428868,Fc1ccc(NC(=O)CCS(=O)(=O)Cc2cccc(F)c2)cc1,-6.214,O=C(CCS(=O)(=O)Cc1cccc(F)c1)Nc1ccc(F)cc1,-6.214,,-0.0,0
16,CPD000707676,COC(=O)c1ccccc1S(=O)(=O)N2CCC(CC2)C(=O)NCC3CCCO3,-3.706,COC(=O)c1ccccc1S(=O)(=O)N1CCC(C(=O)NCC2CCCO2)CC1,-3.706,,-0.0,0
17,CPD002411524,CCn1c(SCC(=O)N(C)Cc2oc(cc2)c3ccc(Cl)cc3)nnc1C4CC4,-5.993,CCn1c(SCC(=O)N(C)Cc2ccc(-c3ccc(Cl)cc3)o2)nnc1C1CC1,-5.993,,-0.0,0
18,CPD000606326,CC1CCN(CC1)S(=O)(=O)c2ccc(NC(=O)C3CCN(CC3)C(=O)c4ccco4)cc2,-4.545,CC1CCN(S(=O)(=O)c2ccc(NC(=O)C3CCN(C(=O)c4ccco4)CC3)cc2)CC1,-4.545,,-0.0,0
19,CPD002454156,CC(C)CCNc1nc2n(C)c(=O)n(C)c(=O)c2n1Cc3ccc(Cl)cc3,-5.136,CC(C)CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccc(Cl)cc1,-5.136,,-0.0,0
20,CPD002435816,COc1ccc(cc1)C2=C(C)c3ccc(O)c(C)c3OC2=O,-5.147,COc1ccc(-c2c(C)c3ccc(O)c(C)c3oc2=O)cc1,-5.147,,-0.0,0
21,CPD000032756,COc1ccccc1N2CCN(CC2)C(=O)C3CCN(CC3)S(=O)(=O)N4CCOCC4,-5.376,COc1ccccc1N1CCN(C(=O)C2CCN(S(=O)(=O)N3CCOCC3)CC2)CC1,-5.376,,-0.0,0
22,CPD002432423,CN(CC(=O)Nc1ccccc1C(F)(F)F)C(=O)CN2CCN(CC2)c3cc(Cl)ccc3C,-4.532,Cc1ccc(Cl)cc1N1CCN(CC(=O)N(C)CC(=O)Nc2ccccc2C(F)(F)F)CC1,-4.532,,-0.0,0
23,CPD002429000,Cc1ccccc1C(=O)NC(c2ccccc2)C(C)(C)C,-6.06,Cc1ccccc1C(=O)NC(c1ccccc1)C(C)(C)C,-6.06,,-0.0,0
24,CPD000136875,Cc1cc(C)n(n1)c2nc3ccccc3nc2N4CCN(CC4)S(=O)(=O)c5ccc6ccccc6c5,-4.445,Cc1cc(C)n(-c2nc3ccccc3nc2N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)n1,-4.445,,-0.0,0
25,CPD002376067,CN(Cc1ccccc1)S(=O)(=O)c2ccc(cc2)c3oc(NCc4ccc(F)cc4)c(n3)C#N,-5.627,CN(Cc1ccccc1)S(=O)(=O)c1ccc(-c2nc(C#N)c(NCc3ccc(F)cc3)o2)cc1,-5.627,,-0.0,0
26,CPD002440537,C\C(=N/Oc1cc(N)cc(c1)[N+](=O)[O-])\c2ccncc2,-4.857,C/C(=N\Oc1cc(N)cc([N+](=O)[O-])c1)c1ccncc1,-4.857,,-0.0,0
27,CPD002453462,Cc1cc(OCC(=O)NCc2ccc(cc2)c3oc4cccnc4n3)ccc1Cl,-6.295,Cc1cc(OCC(=O)NCc2ccc(-c3nc4ncccc4o3)cc2)ccc1Cl,-6.295,,-0.0,0
28,CPD000376670,CCOc1ccccc1NC(=O)c2nc(oc2C)c3ccccc3,-4.076,CCOc1ccccc1NC(=O)c1nc(-c2ccccc2)oc1C,-4.076,,-0.0,0
29,CPD001930335,COCc1nnc(NC(=O)C2CN(C(=O)C2)c3ccc(F)cc3)s1,-7.152,COCc1nnc(NC(=O)C2CC(=O)N(c3ccc(F)cc3)C2)s1,-7.152,,-0.0,0
30,CPD002402669,CC1CCCCN1C(=O)c2cc3cc(ccc3oc2=O)[N+](=O)[O-],-5.503,CC1CCCCN1C(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,-5.503,,-0.0,0
31,CPD002366070,O=C1CSc2ccc(cc2N1)S(=O)(=O)NC3CCCCC3,-4.351,O=C1CSc2ccc(S(=O)(=O)NC3CCCCC3)cc2N1,-4.351,,-0.0,0
32,CPD002439674,Cc1cccc(OCC(=O)NN=Cc2cccc(O)c2)c1,-6.166,Cc1cccc(OCC(=O)NN=Cc2cccc(O)c2)c1,-6.166,,-0.0,0
33,CPD002364340,CCOC(=O)c1[nH]c(C=O)c(C(=O)C)c1C,-5.035,CCOC(=O)c1[nH]c(C=O)c(C(C)=O)c1C,-5.035,,-0.0,0
34,CPD002486813,COc1ccc2c(C)c(CCC(=O)Nc3nc4ccccc4[nH]3)c(=O)oc2c1,-6.703,COc1ccc2c(C)c(CCC(=O)Nc3nc4ccccc4[nH]3)c(=O)oc2c1,-6.703,,-0.0,0
35,CPD002368312,CC(=O)Nc1nc2c(C)cc(NC(=O)Nc3ccccc3)cc2s1,-5.855,CC(=O)Nc1nc2c(C)cc(NC(=O)Nc3ccccc3)cc2s1,-5.855,,-0.0,0
36,CPD002432605,COc1cccc(c1)S(=O)(=O)CCOC2CCCCC2C,-5.231,COc1cccc(S(=O)(=O)CCOC2CCCCC2C)c1,-5.231,,-0.0,0
37,CPD002396656,CCc1cccc2c(c[nH]c12)C(=O)CN3CCN(CC(=O)NC4CC4)CC3,-5.386,CCc1cccc2c(C(=O)CN3CCN(CC(=O)NC4CC4)CC3)c[nH]c12,-5.386,,-0.0,0
38,CPD000652392,Cc1coc2cc3oc(=O)c(CC(=O)N4C[C@H]5C[C@@H](C4)c6cccc(=O)n6C5)c(C)c3cc12,-4.9,Cc1coc2cc3oc(=O)c(CC(=O)N4C[C@H]5C[C@@H](C4)c4cccc(=O)n4C5)c(C)c3cc12,-4.9,,-0.0,0
39,CPD001353380,Fc1ccc(NC(=O)CSc2nnc(Cc3ccccc3)o2)cc1,-5.392,O=C(CSc1nnc(Cc2ccccc2)o1)Nc1ccc(F)cc1,-5.392,,-0.0,0
40,CPD000078605,Clc1ccccc1CNc2oc(Cc3ccccc3)nc2C#N,-7.116,N#Cc1nc(Cc2ccccc2)oc1NCc1ccccc1Cl,-7.116,,-0.0,0
41,CPD000776038,Fc1cccc(NC(=O)c2ccc(OCC=C)cc2)c1,-3.796,C=CCOc1ccc(C(=O)Nc2cccc(F)c2)cc1,-3.796,,-0.0,0
42,CPD002427557,NCCOc1cccc(c1)C(F)(F)F.Cl,-5.537,NCCOc1cccc(C(F)(F)F)c1,-5.537,,-0.0,0
43,CPD002403630,CCOC(=O)C1CCN(CC1)C(=O)C(C)OC(=O)C2=NNC(=O)c3ccccc23,-5.3,CCOC(=O)C1CCN(C(=O)C(C)OC(=O)c2n[nH]c(=O)c3ccccc23)CC1,-5.3,,-0.0,0
44,CPD002392696,Brc1ccc2NC(=O)C(=C(c3ccccc3)c2c1)CN4CCCCC4,-4.47,O=c1[nH]c2ccc(Br)cc2c(-c2ccccc2)c1CN1CCCCC1,-4.47,,-0.0,0
45,CPD002409758,FC(F)(F)COc1cc(CNC(=O)c2oc(Cl)cc2)ccn1,-6.514,O=C(NCc1ccnc(OCC(F)(F)F)c1)c1ccc(Cl)o1,-6.514,,-0.0,0
46,CPD002395798,COCCNC(=O)CSc1cc(C)c2ccccc2n1,-3.822,COCCNC(=O)CSc1cc(C)c2ccccc2n1,-3.822,,-0.0,0
47,CPD002369572,COc1ccc(cc1)c2ocnc2C(=O)Nc3cccc(Cl)c3C,-4.735,COc1ccc(-c2ocnc2C(=O)Nc2cccc(Cl)c2C)cc1,-4.735,,-0.0,0
48,CPD002441288,CC1(C)CNC(=NC1)SCc2ccccc2.Br,-4.195,CC1(C)CN=C(SCc2ccccc2)NC1,-4.195,,-0.0,0
49,CPD000622664,CCOC(=O)N1CCN(CC1)C(=O)c2ccc(CNS(=O)(=O)c3ccc(NC(=O)C)cc3)cc2,-4.594,CCOC(=O)N1CCN(C(=O)c2ccc(CNS(=O)(=O)c3ccc(NC(C)=O)cc3)cc2)CC1,-4.594,,-0.0,0
50,CPD001485001,Cc1ccc(NCc2ccccc2CO)c(C)c1,-6.118,Cc1ccc(NCc2ccccc2CO)c(C)c1,-6.118,,-0.0,0
51,CPD001243513,OC(=O)C1CCCN1C(=O)C2CCN(CC2)S(=O)(=O)c3cccc(c3)C(F)(F)F,-8.636,O=C(O)C1CCCN1C(=O)C1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,-8.636,,-0.0,0
52,CPD002415466,COCCn1c(SCC(=O)c2cc(C)c(C)cc2C)nnc1c3ccc(Cl)cc3,-5.171,COCCn1c(SCC(=O)c2cc(C)c(C)cc2C)nnc1-c1ccc(Cl)cc1,-5.171,,-0.0,0
53,CPD002454207,Cn1nc(c(Cl)c1C(=O)Nc2sc3CCCCc3c2C#N)C(F)(F)F,-4.135,Cn1nc(C(F)(F)F)c(Cl)c1C(=O)Nc1sc2c(c1C#N)CCCC2,-4.135,,-0.0,0
54,CPD002487670,CC1(C)Cc2sc3C(=O)N(Cc4c(Cl)cccc4Cl)C=Nc3c2CO1,-3.843,CC1(C)Cc2sc3c(=O)n(Cc4c(Cl)cccc4Cl)cnc3c2CO1,-3.843,,-0.0,0
55,CPD002416488,CCc1ccc(NC(=O)OCC(C)C)cc1,-4.091,CCc1ccc(NC(=O)OCC(C)C)cc1,-4.091,,-0.0,0
56,CPD002395085,C[C@H](NC(=O)c1ccccc1)C(=O)OCc2cc(=O)oc3c(C)c(C)ccc23,-5.373,Cc1ccc2c(COC(=O)[C@H](C)NC(=O)c3ccccc3)cc(=O)oc2c1C,-5.373,,-0.0,0
57,CPD002428375,CCN(Cc1cccs1)C(=O)c2cccs2,-5.215,CCN(Cc1cccs1)C(=O)c1cccs1,-5.215,,-0.0,0
58,CPD001863618,CN(CC(=O)N1CCCC1)Cc2oc(nn2)c3c(C)onc3c4ccccc4,-5.177,Cc1onc(-c2ccccc2)c1-c1nnc(CN(C)CC(=O)N2CCCC2)o1,-5.177,,-0.0,0
59,CPD002406598,CCC(C)(C)NC(=O)c1cn(nn1)c2ccccc2,-4.23,CCC(C)(C)NC(=O)c1cn(-c2ccccc2)nn1,-4.23,,-0.0,0
60,CPD002372866,COc1ccc2c(=O)c(Oc3ccc(C)cc3)c(oc2c1)C(F)(F)F,-5.22,COc1ccc2c(=O)c(Oc3ccc(C)cc3)c(C(F)(F)F)oc2c1,-5.22,,-0.0,0
61,CPD000714900,CCOC(=O)C1=C(COC(=O)CNC(=O)c2cc(OC)c(OC)c(OC)c2)NC(=O)NC1C,-4.577,CCOC(=O)C1=C(COC(=O)CNC(=O)c2cc(OC)c(OC)c(OC)c2)NC(=O)NC1C,-4.577,,-0.0,0
62,CPD002484784,Cc1ccn2cc(nc2c1)c3cccc(NS(=O)(=O)c4c(C)cc(C)cc4C)c3,-5.349,Cc1cc(C)c(S(=O)(=O)Nc2cccc(-c3cn4ccc(C)cc4n3)c2)c(C)c1,-5.349,,-0.0,0
63,CPD002417356,COc1ccc(cc1OC)c2csc3nc(C)nc(NCCCO)c23,-3.578,COc1ccc(-c2csc3nc(C)nc(NCCCO)c23)cc1OC,-3.578,,-0.0,0
64,CPD002368735,COc1ccc(cc1)C2=C(C)C(=NS2(=O)=O)N3CCC(CC3)C(=O)Nc4ccc(C)c(Cl)c4,-4.059,COc1ccc(C2=C(C)C(N3CCC(C(=O)Nc4ccc(C)c(Cl)c4)CC3)=NS2(=O)=O)cc1,-4.059,,-0.0,0
65,CPD000524960,CCOc1ccccc1NC(=O)C2CCCN(C2)S(=O)(=O)C,-3.496,CCOc1ccccc1NC(=O)C1CCCN(S(C)(=O)=O)C1,-3.496,,-0.0,0
66,CPD000047683,CN1CCN(CCc2nc3cc(NC(=O)COc4ccccc4)ccc3n2C)CC1,-5.217,CN1CCN(CCc2nc3cc(NC(=O)COc4ccccc4)ccc3n2C)CC1,-5.217,,-0.0,0
67,CPD002411451,CC(C)c1ccccc1OCC(=O)N2CCN(Cc3nc(N)c4ccccc4n3)CC2,-4.254,CC(C)c1ccccc1OCC(=O)N1CCN(Cc2nc(N)c3ccccc3n2)CC1,-4.254,,-0.0,0
68,CPD002408540,O=S(=O)(NCc1ccnc(OCc2ccccc2)c1)N3CCCCC3,-7.307,O=S(=O)(NCc1ccnc(OCc2ccccc2)c1)N1CCCCC1,-7.307,,-0.0,0
69,CPD002437572,O=S(=O)(NC1=NCN(Cc2occc2)CN1)c3ccccc3,-8.565,O=S(=O)(NC1=NCN(Cc2ccco2)CN1)c1ccccc1,-8.565,,-0.0,0
70,CPD002415166,Cc1ccccc1COC(=O)/C=C/c2ccc3ccccc3n2,-3.302,Cc1ccccc1COC(=O)/C=C/c1ccc2ccccc2n1,-3.302,,-0.0,0
71,CPD002405577,CC(NC(=O)CSc1nc(nc(C)c1C(=O)C)C2CC2)C34CC5CC(CC(C5)C3)C4,-4.556,CC(=O)c1c(C)nc(C2CC2)nc1SCC(=O)NC(C)C12CC3CC(CC(C3)C1)C2,-4.556,,-0.0,0
72,CPD002439603,CCN(C1CCCCC1)C(=O)C(Sc2ccccc2)c3ccccc3,-5.744,CCN(C(=O)C(Sc1ccccc1)c1ccccc1)C1CCCCC1,-5.744,,-0.0,0
73,CPD002488776,Fc1ccc(NC(=O)c2ccc(cc2)S(=O)(=O)C3CCS(=O)(=O)C3)c(F)c1,-4.501,O=C(Nc1ccc(F)cc1F)c1ccc(S(=O)(=O)C2CCS(=O)(=O)C2)cc1,-4.501,,-0.0,0
74,CPD002437029,CN1CCN(CC1)C(=O)CN2C(c3c(C)[nH]c4ccccc34)c5ccccc5C2=O.Cl,-4.135,Cc1[nH]c2ccccc2c1C1c2ccccc2C(=O)N1CC(=O)N1CCN(C)CC1,-4.135,,-0.0,0
75,CPD002439578,O=S(=O)(Cc1ccccc1)c2ccc3ccccc3c2,-5.528,O=S(=O)(Cc1ccccc1)c1ccc2ccccc2c1,-5.528,,-0.0,0
76,CPD002370509,COc1ccc(cc1OC)c2nc(C)c(CCNC(=O)C(=O)Nc3ccc(F)cc3F)s2,-5.878,COc1ccc(-c2nc(C)c(CCNC(=O)C(=O)Nc3ccc(F)cc3F)s2)cc1OC,-5.878,,-0.0,0
77,CPD002404345,Cc1c(NC(=O)C(C)(C)c2ccccc2)cccc1C(=O)N3CCc4sccc4C3,-4.626,Cc1c(NC(=O)C(C)(C)c2ccccc2)cccc1C(=O)N1CCc2sccc2C1,-4.626,,-0.0,0
78,CPD002375123,NC(=O)c1c(NC(=O)c2nn(ccc2=O)c3cccc(Cl)c3)sc4CCCCc14,-4.729,NC(=O)c1c(NC(=O)c2nn(-c3cccc(Cl)c3)ccc2=O)sc2c1CCCC2,-4.729,,-0.0,0
79,CPD000002301,CCCn1c(SCC(=O)Nc2nnc(s2)C(C)C)nc3n(C)c(=O)n(C)c(=O)c13,-7.984,CCCn1c(SCC(=O)Nc2nnc(C(C)C)s2)nc2c1c(=O)n(C)c(=O)n2C,-7.984,,-0.0,0
80,CPD002418390,CCCc1cc(sc1C)C(=O)OCC(=O)c2ccc3OCCOc3c2,-5.983,CCCc1cc(C(=O)OCC(=O)c2ccc3c(c2)OCCO3)sc1C,-5.983,,-0.0,0
81,CPD002433743,COCCOc1cccc(N)c1,-3.288,COCCOc1cccc(N)c1,-3.288,,-0.0,0
82,CPD002372874,CCOC(=O)c1ccc2ncc(C(=O)OCC)c(NCCCOC(=O)C)c2c1,-4.414,CCOC(=O)c1ccc2ncc(C(=O)OCC)c(NCCCOC(C)=O)c2c1,-4.414,,-0.0,0
83,CPD002431298,CC(C)(CNC(=O)C1(CCC1)c2ccc(F)cc2)C(=O)N,-6.034,CC(C)(CNC(=O)C1(c2ccc(F)cc2)CCC1)C(N)=O,-6.034,,-0.0,0
84,CPD002368484,Cc1ccc(NC(=O)c2nnc(s2)C(=O)N3CCC(CC(=O)N4CCCCC4)CC3)cc1,-4.344,Cc1ccc(NC(=O)c2nnc(C(=O)N3CCC(CC(=O)N4CCCCC4)CC3)s2)cc1,-4.344,,-0.0,0
85,CPD002434193,CCOC(=O)Cn1cc(/C=C/2\SC(=O)N(C)C2=O)c3ccccc13,-3.484,CCOC(=O)Cn1cc(/C=C2\SC(=O)N(C)C2=O)c2ccccc21,-3.484,,-0.0,0
86,CPD002405879,O=C(CN1CCNC(=O)C1)c2c[nH]c3ccccc23,-5.008,O=C1CN(CC(=O)c2c[nH]c3ccccc23)CCN1,-5.008,,-0.0,0
87,CPD002368230,COc1ccc(Cl)cc1S(=O)(=O)NC2=C(NC3CCCC3)c4ccccc4OC2=O,-4.951,COc1ccc(Cl)cc1S(=O)(=O)Nc1c(NC2CCCC2)c2ccccc2oc1=O,-4.951,,-0.0,0
88,CPD002402267,Brc1cccc(c1)C2Nc3ccccc3C(=O)N2CCCN4CCOCC4,-4.704,O=C1c2ccccc2NC(c2cccc(Br)c2)N1CCCN1CCOCC1,-4.704,,-0.0,0
89,CPD002414138,OC(=O)/C(=C/c1cccs1)/c2cccs2,-5.177,O=C(O)/C(=C/c1cccs1)c1cccs1,-5.177,,-0.0,0
90,CPD002397329,Fc1ccc(cc1)c2nn(cc2C(=O)OCC(=O)N3CCCC3)c4ccccc4,-4.963,O=C(OCC(=O)N1CCCC1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,-4.963,,-0.0,0
91,CPD002439516,COc1ccc(Cc2nnc(SCC(=O)c3ccc(Cl)cc3)n2CC(C)C)cc1,-5.638,COc1ccc(Cc2nnc(SCC(=O)c3ccc(Cl)cc3)n2CC(C)C)cc1,-5.638,,-0.0,0
92,CPD002369305,Clc1ccccc1C(=O)Nc2c(NC3CCCCC3)c4ccccc4oc2=O,-3.953,O=C(Nc1c(NC2CCCCC2)c2ccccc2oc1=O)c1ccccc1Cl,-3.953,,-0.0,0
93,CPD002501122,CC(NC(=O)CC12CC3CC(CC(C3)C1)C2)c4ccncc4,-5.048,CC(NC(=O)CC12CC3CC(CC(C3)C1)C2)c1ccncc1,-5.048,,-0.0,0
94,CPD002429088,Clc1cccc(\C=C\C(=O)NC(C2CC2)C3CC3)c1Cl,-4.368,O=C(/C=C/c1cccc(Cl)c1Cl)NC(C1CC1)C1CC1,-4.368,,-0.0,0
95,CPD002433689,CCC(=O)N(C)C(C)c1cccs1,-5.158,CCC(=O)N(C)C(C)c1cccs1,-5.158,,-0.0,0
96,CPD002368053,Cc1ccc(cc1C)c2oc(SCC(=O)Nc3ccc(F)cc3)nc2,-5.285,Cc1ccc(-c2cnc(SCC(=O)Nc3ccc(F)cc3)o2)cc1C,-5.285,,-0.0,0
97,CPD000199987,Cn1c(=O)n(C)c2cc([N+](=O)[O-])c(cc12)N3CCN(CC3)S(=O)(=O)c4ccccc4,-3.69,Cn1c(=O)n(C)c2cc([N+](=O)[O-])c(N3CCN(S(=O)(=O)c4ccccc4)CC3)cc21,-3.69,,-0.0,0
98,CPD002484908,CCc1cccc(NC(=O)CSc2nc3C(=O)NC=Nc3n2CC)c1,-5.679,CCc1cccc(NC(=O)CSc2nc3c(=O)[nH]cnc3n2CC)c1,-5.679,,-0.0,0
99,CPD002433965,Cc1ccc2oc(nc2c1)c3ccc(NC(=O)c4cccc(F)c4)cc3,-5.257,Cc1ccc2oc(-c3ccc(NC(=O)c4cccc(F)c4)cc3)nc2c1,-5.257,,-0.0,0
100,CPD002433134,O=C(NCCc1ccccn1)C2CCC2,-5.147,O=C(NCCc1ccccn1)C1CCC1,-5.147,,-0.0,0
101,CPD002366706,CC1CCN(CC1)c2ccc3nnc(CCC(=O)NCC4CCN(Cc5ccc(F)cc5)CC4)n3n2,-5.91,CC1CCN(c2ccc3nnc(CCC(=O)NCC4CCN(Cc5ccc(F)cc5)CC4)n3n2)CC1,-5.91,,-0.0,0
102,CPD002486568,CC(=C)COc1ccc2c(C)c(CC(=O)NCc3ccc4OCOc4c3)c(=O)oc2c1,-5.765,C=C(C)COc1ccc2c(C)c(CC(=O)NCc3ccc4c(c3)OCO4)c(=O)oc2c1,-5.765,,-0.0,0
103,CPD002366293,COc1ccc(CN2CCCCCC2c3cccs3)c(OC)c1,-4.177,COc1ccc(CN2CCCCCC2c2cccs2)c(OC)c1,-4.177,,-0.0,0
104,CPD002453993,Clc1ccc2oc(cc(=O)c2c1)C(=O)N(Cc3ccccc3)c4ccccn4,-5.498,O=C(c1cc(=O)c2cc(Cl)ccc2o1)N(Cc1ccccc1)c1ccccn1,-5.498,,-0.0,0
105,CPD002439181,CCC\C(=N/N=C(\CCC)/c1ccccc1)\c2ccccc2,-5.506,CCC/C(=N\N=C(/CCC)c1ccccc1)c1ccccc1,-5.506,,-0.0,0
106,CPD002400575,CCOc1ccc(NC(=O)C2=CC(=O)c3cc(C)ccc3O2)cc1OC,-4.287,CCOc1ccc(NC(=O)c2cc(=O)c3cc(C)ccc3o2)cc1OC,-4.287,,-0.0,0
107,CPD002405539,CCCNC(=O)C(C)NC(=O)CCc1c[nH]c2ccccc12,-4.992,CCCNC(=O)C(C)NC(=O)CCc1c[nH]c2ccccc12,-4.992,,-0.0,0
108,CPD002407303,O=C(COc1ccc2ccccc2c1)Nc3cnc4ccccc4c3,-6.4,O=C(COc1ccc2ccccc2c1)Nc1cnc2ccccc2c1,-6.4,,-0.0,0
109,CPD000248165,COC(=O)c1ccc(COC(=O)c2ccc(O)cc2)o1,-6.6,COC(=O)c1ccc(COC(=O)c2ccc(O)cc2)o1,-6.6,,-0.0,0
110,CPD000714922,CCOC(=O)C1=C(COC(=O)CNS(=O)(=O)c2ccc(C)cc2)NC(=O)NC1C,-4.412,CCOC(=O)C1=C(COC(=O)CNS(=O)(=O)c2ccc(C)cc2)NC(=O)NC1C,-4.412,,-0.0,0
111,CPD002435368,Cc1ccc(cc1C)S(=O)(=O)Nc2nc3ccccc3nc2Nc4ccc(cc4)C(=O)O,-7.802,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc(C(=O)O)cc2)cc1C,-7.802,0.0,-0.0,0
112,CPD002439210,Clc1ccc(CC(=O)Nc2ccc(cc2)C3(CCCC3)C#N)cc1,-4.57,N#CC1(c2ccc(NC(=O)Cc3ccc(Cl)cc3)cc2)CCCC1,-4.57,,-0.0,0
113,CPD002417973,Cc1oc(cc1)C(=O)\C=C\c2cccc(NC(=O)C(F)(F)F)c2,-5.537,Cc1ccc(C(=O)/C=C/c2cccc(NC(=O)C(F)(F)F)c2)o1,-5.537,,-0.0,0
114,CPD000613596,Cc1ccccc1OCc2nnc(SCC(=O)Nc3ccc(cc3)N4CCOCC4)n2C,-6.252,Cc1ccccc1OCc1nnc(SCC(=O)Nc2ccc(N3CCOCC3)cc2)n1C,-6.252,,-0.0,0
115,CPD001247011,COc1ccccc1NC(=O)Nc2ccc(cc2)S(=O)(=O)Nc3onc(C)c3C,-5.492,COc1ccccc1NC(=O)Nc1ccc(S(=O)(=O)Nc2onc(C)c2C)cc1,-5.492,,-0.0,0
116,CPD000006484,FC(F)(F)c1ccc2n(nnc2c1)C3CCN(CC(=O)NCc4cccs4)CC3,-4.584,O=C(CN1CCC(n2nnc3cc(C(F)(F)F)ccc32)CC1)NCc1cccs1,-4.584,,-0.0,0
117,CPD002418165,CCOc1ccc(OCCOCCOc2ccccc2)cc1,-4.559,CCOc1ccc(OCCOCCOc2ccccc2)cc1,-4.559,,-0.0,0
118,CPD002394340,CC(C)(C)NC(=O)NC(=O)Cn1c(=O)n(Cc2ccccc2)c3ncn(Cc4ccccc4)c3c1=O,-5.944,CC(C)(C)NC(=O)NC(=O)Cn1c(=O)c2c(ncn2Cc2ccccc2)n(Cc2ccccc2)c1=O,-5.944,,-0.0,0
119,CPD002498944,CCc1ccccc1N/C=C(\C#N)/c2nc(cs2)c3ccc(C)cc3,-4.154,CCc1ccccc1N/C=C(\C#N)c1nc(-c2ccc(C)cc2)cs1,-4.154,,-0.0,0
120,CPD002336065,CCCC(=O)Nc1ccc(cc1)S(=O)(=O)NCCN2N=C(C=CC2=O)c3ccccc3,-4.541,CCCC(=O)Nc1ccc(S(=O)(=O)NCCn2nc(-c3ccccc3)ccc2=O)cc1,-4.541,,-0.0,0
121,CPD000005754,CC(C)Cn1c(SCC(=O)N2CC(=O)Nc3ccccc23)nnc1c4ccoc4C,-4.608,Cc1occc1-c1nnc(SCC(=O)N2CC(=O)Nc3ccccc32)n1CC(C)C,-4.608,,-0.0,0
